ad_id,type,area,bedrooms,bathrooms,level,furnished,rent,city,region,price
Ad id 194259829,penthouse,199.0,3,3,highest,,no,cairo,new cairo - el tagamoa,5631621.0
Ad id 194203793,apartment,180.0,3,2,ground,,yes,giza,6th of october,4500.0
Ad id 179956949,apartment,200.0,2,1,5,no,no,alexandria,nakheel,280000.0
Ad id 194175270,apartment,120.0,2,1,2,no,no,alexandria,nakheel,350000.0
Ad id 194140410,apartment,211.0,3,3,6,yes,yes,cairo,madinaty,17000.0
Ad id 194227158,studio,100.0,1,2,2,no,yes,giza,sheikh zayed,15000.0
Ad id 194268342,apartment,136.0,2,2,4,no,no,cairo,new cairo - el tagamoa,2708190.0
Ad id 194187754,apartment,196.0,3,3,ground,no,yes,cairo,rehab city,20000.0
Ad id 194360657,apartment,140.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1620000.0
Ad id 194249897,apartment,237.0,3,3,ground,yes,yes,giza,6th of october,27000.0
Ad id 194265656,apartment,88.0,2,1,5,yes,yes,cairo,madinaty,7500.0
Ad id 194267629,apartment,120.0,2,1,2,no,yes,cairo,new cairo - el tagamoa,3500.0
Ad id 194318034,apartment,275.0,5,3,1,no,no,giza,6th of october,2337500.0
Ad id 194298012,apartment,185.0,3,2,6,,no,alexandria,smoha,1700000.0
Ad id 194201375,apartment,140.0,3,2,3,no,yes,cairo,madinaty,7500.0
Ad id 194250536,apartment,171.0,3,3,1,no,no,giza,6th of october,5300000.0
Ad id 194315792,apartment,146.0,2,2,3,yes,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 194283242,apartment,210.0,3,3,1,no,no,cairo,new cairo - el tagamoa,1785000.0
Ad id 194178225,apartment,468.0,5,2,8,no,no,alexandria,roushdy,3500000.0
Ad id 194363007,apartment,200.0,3,3,10+,yes,yes,cairo,maadi,20000.0
Ad id 194222092,apartment,165.0,3,2,1,no,no,alexandria,saba pasha,1900000.0
Ad id 194313780,apartment,150.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,5500.0
Ad id 194285526,apartment,130.0,2,2,3,yes,no,giza,6th of october,1200000.0
Ad id 194195638,apartment,89.0,2,2,3,no,yes,cairo,madinaty,5000.0
Ad id 194245547,apartment,125.0,2,1,ground,,no,alexandria,nakheel,290000.0
Ad id 194272210,apartment,120.0,3,1,2,no,yes,giza,6th of october,6500.0
Ad id 194315436,apartment,136.0,2,2,2,,no,cairo,new cairo - el tagamoa,300000.0
Ad id 194221974,apartment,130.0,3,1,1,no,no,alexandria,nakheel,570000.0
Ad id 194307787,apartment,217.0,3,3,3,,no,cairo,new cairo - el tagamoa,5250000.0
Ad id 194141870,apartment,113.0,2,1,3,no,no,ismailia,ismailia city,950000.0
Ad id 194301723,apartment,113.0,2,2,2,,no,cairo,new cairo - el tagamoa,160000.0
Ad id 193543586,apartment,125.0,2,1,6,,yes,alexandria,smoha,5000.0
Ad id 194358862,apartment,175.0,3,2,2,no,no,cairo,obour city,1150000.0
Ad id 194297434,apartment,86.0,2,1,1,no,no,cairo,new cairo - el tagamoa,880000.0
Ad id 194306405,apartment,146.0,2,2,ground,yes,no,cairo,new cairo - el tagamoa,3200000.0
Ad id 194331929,apartment,240.0,3,3,3,no,yes,giza,6th of october,9500.0
Ad id 194195711,apartment,116.0,3,2,4,,no,cairo,madinaty,750000.0
Ad id 192544150,apartment,120.0,2,2,1,yes,yes,red sea,gouna,2000.0
Ad id 194207948,apartment,79.0,2,1,2,yes,yes,cairo,madinaty,12000.0
Ad id 194273081,apartment,157.0,3,2,1,,no,giza,hadayek 6th of october,100000.0
Ad id 194287884,apartment,152.0,3,2,3,,no,giza,6th of october,2900000.0
Ad id 194297287,apartment,125.0,2,2,ground,,no,suez,ain sukhna,3690000.0
Ad id 194361307,apartment,177.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,19000.0
Ad id 194315985,apartment,98.0,2,1,ground,no,no,cairo,madinaty,2200000.0
Ad id 190763481,apartment,100.0,1,1,3,no,no,cairo,new cairo - el tagamoa,1500000.0
Ad id 194318612,apartment,150.0,3,2,4,no,yes,alexandria,stanley,10000.0
Ad id 194202799,apartment,130.0,2,1,2,yes,no,alexandria,nakheel,360000.0
Ad id 191853516,apartment,165.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2200000.0
Ad id 194254887,apartment,135.0,3,2,ground,no,yes,cairo,shorouk city,5000.0
Ad id 194314184,apartment,189.0,4,3,3,no,no,cairo,new cairo - el tagamoa,1686500.0
Ad id 194303417,apartment,96.0,2,2,1,,no,cairo,madinaty,1700000.0
Ad id 194270435,apartment,225.0,3,3,2,no,no,giza,sheikh zayed,1957500.0
Ad id 194159160,apartment,170.0,3,2,3,,no,giza,6th of october,1200000.0
Ad id 194168502,apartment,177.5,3,2,4,no,yes,cairo,downtown cairo,16500.0
Ad id 194301469,apartment,165.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,258000.0
Ad id 194330478,apartment,130.0,2,1,ground,,no,cairo,new cairo - el tagamoa,1000000.0
Ad id 194267313,apartment,162.0,3,3,1,no,yes,cairo,rehab city,8000.0
Ad id 183253890,apartment,280.0,3,3,3,,yes,cairo,nasr city,1000.0
Ad id 188423955,apartment,112.0,2,1,4,no,no,giza,6th of october,1400000.0
Ad id 194267772,apartment,130.0,2,1,1,no,no,giza,6th of october,1100000.0
Ad id 171915777,penthouse,300.0,5,3,3,no,no,cairo,new cairo - el tagamoa,3300000.0
Ad id 194340847,apartment,130.0,3,2,2,no,no,cairo,new cairo - el tagamoa,960000.0
Ad id 194344463,apartment,115.0,2,2,2,,no,giza,6th of october,1700000.0
Ad id 194363256,apartment,210.0,4,3,2,no,no,giza,6th of october,1750000.0
Ad id 194275229,apartment,131.0,3,2,5,yes,yes,cairo,rehab city,14000.0
Ad id 194202748,apartment,196.0,2,3,3,no,yes,giza,6th of october,26000.0
Ad id 194303468,apartment,127.0,3,3,3,no,no,cairo,madinaty,1900000.0
Ad id 194248121,apartment,180.0,3,2,4,yes,yes,cairo,sheraton,20000.0
Ad id 194285786,apartment,150.0,3,2,ground,no,no,giza,hadayek 6th of october,350000.0
Ad id 194316909,apartment,215.0,4,3,4,,no,cairo,new cairo - el tagamoa,4079626.0
Ad id 194299043,apartment,86.0,3,1,1,no,yes,cairo,madinaty,5200.0
Ad id 183663377,apartment,380.0,5,4,10+,no,no,alexandria,zezenia,4850000.0
Ad id 193328795,apartment,136.0,2,2,3,yes,no,cairo,maadi,1400000.0
Ad id 194062226,apartment,70.0,1,1,1,yes,yes,alexandria,roushdy,6000.0
Ad id 194324257,apartment,120.0,3,2,2,no,no,cairo,new capital city,995000.0
Ad id 194313909,apartment,120.0,2,1,1,no,no,cairo,new heliopolis,720000.0
Ad id 194136853,apartment,90.0,2,2,ground,yes,yes,cairo,madinaty,6500.0
Ad id 194333115,apartment,162.0,3,3,3,no,yes,cairo,rehab city,12000.0
Ad id 194337179,apartment,100.0,1,1,ground,yes,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194289352,apartment,96.0,2,2,ground,no,yes,cairo,madinaty,7000.0
Ad id 194211050,apartment,106.0,2,1,3,yes,yes,ismailia,ismailia city,5250.0
Ad id 194197681,apartment,207.0,3,3,2,,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194156124,duplex,147.0,2,3,1,yes,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 184790137,apartment,140.0,3,2,8,,no,cairo,ain shams,325000.0
Ad id 193453229,apartment,126.0,2,3,ground,yes,yes,giza,sheikh zayed,22000.0
Ad id 194325499,duplex,563.0,10,7,1,,no,cairo,obour city,1850000.0
Ad id 194303672,duplex,279.0,3,3,ground,no,no,giza,6th of october,3800000.0
Ad id 194139448,duplex,205.0,3,4,3,yes,yes,cairo,new cairo - el tagamoa,32000.0
Ad id 194293695,apartment,148.0,3,2,3,no,no,cairo,shorouk city,340000.0
Ad id 194005877,apartment,151.0,3,2,4,no,no,cairo,new capital city,1872400.0
Ad id 192327892,apartment,240.0,4,3,1,,no,cairo,new cairo - el tagamoa,3600000.0
Ad id 194269318,apartment,125.0,2,2,2,no,no,giza,sheikh zayed,2597000.0
Ad id 194363762,apartment,156.0,2,3,2,,no,cairo,new cairo - el tagamoa,4000000.0
Ad id 194366686,apartment,225.0,3,3,1,,no,cairo,new cairo - el tagamoa,1950000.0
Ad id 193688377,apartment,154.0,3,2,ground,no,no,cairo,new cairo - el tagamoa,2060400.0
Ad id 192624198,apartment,153.0,3,3,8,,no,cairo,katameya,1500000.0
Ad id 194269668,apartment,214.0,4,3,4,,no,cairo,new cairo - el tagamoa,3300000.0
Ad id 194272553,apartment,99.0,2,1,1,no,yes,cairo,rehab city,7000.0
Ad id 194123511,apartment,200.0,3,2,1,no,yes,cairo,heliopolis,7500.0
Ad id 194225669,apartment,165.0,3,3,2,,yes,giza,sheikh zayed,7000.0
Ad id 186417714,apartment,600.0,8,6,9,no,yes,cairo,nasr city,50000.0
Ad id 194168255,apartment,186.0,3,3,ground,,yes,giza,6th of october,25000.0
Ad id 194065531,apartment,180.0,3,2,10+,no,yes,alexandria,roushdy,7000.0
Ad id 194099601,apartment,140.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,3000.0
Ad id 194316643,apartment,175.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2150000.0
Ad id 194285372,apartment,130.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,3200.0
Ad id 134429268,apartment,130.0,2,1,3,yes,yes,alexandria,sidi beshr,6000.0
Ad id 194344947,apartment,160.0,3,3,3,no,yes,cairo,rehab city,1000.0
Ad id 194158267,apartment,300.0,3,3,5,,yes,giza,dokki,65000.0
Ad id 194179324,apartment,188.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1823600.0
Ad id 194195070,apartment,70.0,2,1,2,no,yes,giza,hadayek 6th of october,2800.0
Ad id 194272965,apartment,200.0,3,2,1,yes,yes,giza,6th of october,11000.0
Ad id 194318004,apartment,70.0,1,1,2,no,no,giza,sheikh zayed,200000.0
Ad id 194212462,apartment,182.0,4,3,2,no,yes,giza,haram,2800.0
Ad id 194190722,apartment,200.0,4,3,2,no,yes,cairo,madinaty,9000.0
Ad id 194269783,apartment,158.0,2,1,2,no,no,giza,sheikh zayed,1600000.0
Ad id 194183527,apartment,130.0,3,1,2,yes,yes,alexandria,mandara,3000.0
Ad id 191158922,apartment,225.0,3,3,5,no,no,giza,hadayek al-ahram,765000.0
Ad id 194321862,apartment,175.0,3,2,10,no,yes,alexandria,glim,6500.0
Ad id 194283957,apartment,175.0,3,1,3,no,no,giza,dokki,1800000.0
Ad id 194132690,apartment,136.0,3,2,ground,yes,yes,cairo,rehab city,16000.0
Ad id 194131965,apartment,175.0,3,2,8,no,yes,dakahlia,mansura,3500.0
Ad id 194303210,apartment,124.0,3,2,ground,no,yes,cairo,madinaty,7500.0
Ad id 194222716,apartment,120.0,2,2,ground,yes,yes,giza,sheikh zayed,14000.0
Ad id 194134640,apartment,125.0,2,2,9,yes,yes,giza,faisal,4000.0
Ad id 194268424,apartment,252.0,4,3,2,,no,giza,sheikh zayed,6172637.0
Ad id 194299939,apartment,100.0,2,1,3,no,yes,cairo,badr city,2000.0
Ad id 194320142,apartment,100.0,2,1,1,no,yes,alexandria,saba pasha,7000.0
Ad id 192624130,apartment,170.0,3,2,5,,no,cairo,katameya,1950000.0
Ad id 194271536,apartment,170.0,3,2,3,no,no,cairo,new cairo - el tagamoa,3127000.0
Ad id 194249925,apartment,131.0,2,2,4,no,no,cairo,new cairo - el tagamoa,3000000.0
Ad id 194318088,apartment,135.0,2,2,1,,no,cairo,new cairo - el tagamoa,3350000.0
Ad id 194165229,apartment,95.0,2,1,4,yes,yes,cairo,rehab city,12000.0
Ad id 194321231,apartment,177.0,3,3,3,,no,cairo,new cairo - el tagamoa,4200000.0
Ad id 194261620,apartment,220.0,3,3,7,no,yes,alexandria,kafr abdo,8500.0
Ad id 194309104,apartment,96.0,2,2,1,no,no,cairo,madinaty,1800000.0
Ad id 194180139,apartment,100.0,1,1,2,,yes,cairo,new cairo - el tagamoa,6000.0
Ad id 194145833,apartment,150.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,17000.0
Ad id 193931800,duplex,146.0,2,3,7,yes,yes,cairo,new cairo - el tagamoa,22000.0
Ad id 194286586,apartment,200.0,3,3,4,no,no,giza,6th of october,1500000.0
Ad id 194289500,apartment,220.0,3,3,9,yes,yes,giza,dokki,25000.0
Ad id 194195522,studio,58.0,1,1,ground,yes,yes,cairo,madinaty,8000.0
Ad id 194291986,apartment,89.0,2,2,4,no,no,cairo,madinaty,1725000.0
Ad id 194336473,apartment,145.0,3,2,2,,no,giza,6th of october,795000.0
Ad id 194173860,apartment,250.0,4,3,2,,yes,alexandria,smoha,17000.0
Ad id 193983373,apartment,140.0,3,2,3,no,no,ismailia,ismailia city,1550000.0
Ad id 190763794,apartment,91.0,2,1,3,no,no,cairo,new cairo - el tagamoa,1870000.0
Ad id 194355957,apartment,140.0,4,2,3,no,no,cairo,qasr al-nil,2200000.0
Ad id 194307443,apartment,110.0,2,1,6,no,no,alexandria,nakheel,270000.0
Ad id 193474254,apartment,180.0,3,2,1,,no,cairo,abasiya,1600000.0
Ad id 194322157,duplex,232.0,4,3,ground,,no,cairo,new cairo - el tagamoa,6000000.0
Ad id 194302535,apartment,165.0,3,3,1,no,no,cairo,madinaty,3500000.0
Ad id 194298870,duplex,300.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 194182839,apartment,210.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194090578,apartment,136.0,3,2,ground,yes,yes,cairo,rehab city,16000.0
Ad id 194097160,apartment,320.0,3,4,6,no,yes,cairo,madinaty,20000.0
Ad id 194146339,apartment,170.0,2,2,3,no,yes,cairo,sheraton,10000.0
Ad id 194265213,duplex,340.0,5,5,ground,no,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 194281954,apartment,96.0,2,2,3,no,yes,cairo,madinaty,6000.0
Ad id 193528456,apartment,138.0,3,3,2,,no,giza,hadayek 6th of october,695000.0
Ad id 173547647,studio,79.0,1,1,4,no,no,cairo,new cairo - el tagamoa,1550000.0
Ad id 194180215,apartment,133.0,2,2,2,no,yes,cairo,new cairo - el tagamoa,12000.0
Ad id 194286915,duplex,300.0,4,4,4,no,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194223910,apartment,120.0,2,1,ground,no,no,alexandria,nakheel,250000.0
Ad id 193911345,apartment,170.0,1,2,1,yes,yes,giza,sheikh zayed,35000.0
Ad id 194145762,studio,45.0,1,1,4,yes,yes,red sea,hurghada,2500.0
Ad id 182838763,apartment,280.0,3,3,5,yes,yes,v,(,1500.0
Ad id 194344928,apartment,210.0,3,3,1,no,no,cairo,obour city,1800000.0
Ad id 194263667,apartment,100.0,3,1,3,,yes,cairo,downtown cairo,7000.0
Ad id 194302683,apartment,175.0,3,2,2,,no,cairo,new cairo - el tagamoa,1650000.0
Ad id 194168232,apartment,250.0,3,3,4,no,yes,cairo,rehab city,16000.0
Ad id 194317221,apartment,185.0,3,2,2,no,no,cairo,shorouk city,2715000.0
Ad id 194284604,apartment,67.0,2,1,3,yes,yes,cairo,new cairo - el tagamoa,5000.0
Ad id 194298549,penthouse,326.0,3,3,3,no,yes,giza,sheikh zayed,28000.0
Ad id 194232634,apartment,192.0,3,3,2,,yes,giza,sheikh zayed,17000.0
Ad id 194197251,duplex,210.0,4,3,ground,no,no,giza,6th of october,3799966.0
Ad id 194266579,apartment,295.0,4,4,1,no,yes,cairo,new cairo - el tagamoa,27000.0
Ad id 194199769,apartment,135.0,3,2,ground,,no,giza,6th of october,2800000.0
Ad id 194254557,apartment,127.0,3,2,3,no,yes,cairo,rehab city,6000.0
Ad id 194245383,apartment,250.0,4,3,6,no,no,cairo,katameya,2650000.0
Ad id 194229666,apartment,130.0,3,2,5,yes,yes,giza,sheikh zayed,15000.0
Ad id 194163424,apartment,197.0,3,3,1,no,no,giza,6th of october,1280000.0
Ad id 194179709,apartment,96.0,2,2,2,yes,yes,cairo,madinaty,8500.0
Ad id 194254228,apartment,90.0,3,2,3,no,yes,cairo,madinaty,5300.0
Ad id 194363977,apartment,247.0,4,3,ground,no,no,cairo,madinaty,5500000.0
Ad id 192621281,apartment,164.0,3,3,1,,no,cairo,new cairo - el tagamoa,3000000.0
Ad id 194249384,apartment,123.0,3,2,ground,yes,yes,cairo,madinaty,17000.0
Ad id 194268487,apartment,278.0,3,4,2,no,no,cairo,new cairo - el tagamoa,7400000.0
Ad id 193914887,apartment,90.0,2,1,7,yes,yes,alexandria,mandara,200.0
Ad id 194365600,penthouse,125.0,2,3,3,,no,giza,sheikh zayed,4800000.0
Ad id 194222765,apartment,165.0,3,3,4,,no,cairo,new cairo - el tagamoa,1174000.0
Ad id 193785064,apartment,120.0,3,1,3,no,yes,cairo,nasr city,3800.0
Ad id 194324803,apartment,220.0,3,3,5,no,no,cairo,heliopolis,2750000.0
Ad id 193926074,apartment,140.0,3,1,10+,yes,yes,alexandria,mandara,7500.0
Ad id 194285189,apartment,200.0,3,2,2,,yes,cairo,new cairo - el tagamoa,7500.0
Ad id 194298166,apartment,180.0,3,2,1,yes,no,cairo,maadi,1950000.0
Ad id 194294632,apartment,370.0,5,3,2,no,yes,giza,sheikh zayed,12000.0
Ad id 194321023,apartment,144.0,3,3,3,,no,cairo,new capital city,2043000.0
Ad id 193411314,apartment,210.0,3,3,3,yes,yes,alexandria,smoha,16000.0
Ad id 194248960,apartment,116.0,3,2,5,no,yes,cairo,madinaty,6000.0
Ad id 194320001,penthouse,161.0,3,4,3,no,no,cairo,new cairo - el tagamoa,4982000.0
Ad id 193171323,apartment,191.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1625000.0
Ad id 194304746,apartment,120.0,2,1,2,no,yes,cairo,nasr city,5000.0
Ad id 194287307,apartment,5.0,2,1,2,yes,yes,giza,sheikh zayed,5500.0
Ad id 193915451,apartment,220.0,3,1,ground,no,yes,cairo,new cairo - el tagamoa,19000.0
Ad id 194278138,apartment,110.0,2,1,3,no,no,alexandria,nakheel,265000.0
Ad id 194210892,apartment,85.0,2,1,10,no,no,alexandria,sidi beshr,440000.0
Ad id 177056855,apartment,260.0,3,3,7,no,yes,alexandria,smoha,20000.0
Ad id 192721539,apartment,195.0,3,2,ground,no,no,cairo,shorouk city,1618675.0
Ad id 193824415,apartment,158.0,3,3,2,no,no,cairo,new cairo - el tagamoa,4521000.0
Ad id 194290128,apartment,212.0,3,3,ground,no,no,giza,sheikh zayed,2550000.0
Ad id 194106596,apartment,150.0,2,2,2,no,yes,cairo,shubra,5000.0
Ad id 194161308,apartment,50.0,2,1,7,no,no,alexandria,smoha,1775000.0
Ad id 194145927,apartment,170.0,2,2,2,no,no,cairo,new cairo - el tagamoa,2300000.0
Ad id 194145756,apartment,108.0,3,2,2,no,yes,giza,sheikh zayed,4800.0
Ad id 194146002,apartment,175.0,3,1,10,no,yes,cairo,ain shams,3500.0
Ad id 194197996,apartment,131.0,2,2,ground,no,no,giza,6th of october,4013467.0
Ad id 194286591,apartment,215.0,3,3,3,no,no,cairo,new cairo - el tagamoa,2800000.0
Ad id 194198981,apartment,125.0,3,2,ground,yes,no,giza,sheikh zayed,2500000.0
Ad id 194322735,apartment,195.0,3,3,2,,no,giza,6th of october,300000.0
Ad id 194264876,apartment,120.0,2,1,2,no,yes,alexandria,fleming,4000.0
Ad id 194283734,apartment,116.0,3,2,4,,yes,cairo,madinaty,6500.0
Ad id 193294553,apartment,227.0,4,4,3,,no,cairo,new cairo - el tagamoa,1000000.0
Ad id 194159101,apartment,180.0,2,2,3,,yes,alexandria,saba pasha,8500.0
Ad id 194168066,apartment,250.0,3,3,3,yes,yes,cairo,nasr city,22500.0
Ad id 194233068,apartment,180.0,3,2,10+,,yes,alexandria,smoha,8500.0
Ad id 190436688,apartment,200.0,3,3,2,,yes,giza,6th of october,6000.0
Ad id 194364286,apartment,175.0,3,2,7,,yes,alexandria,raml station,9000.0
Ad id 194247880,apartment,305.0,5,4,1,no,yes,cairo,rehab city,23000.0
Ad id 194208880,apartment,212.0,3,3,4,no,no,giza,sheikh zayed,2850000.0
Ad id 194274908,apartment,160.0,3,2,ground,,yes,giza,6th of october,4500.0
Ad id 194320573,penthouse,161.0,2,3,3,no,no,cairo,new cairo - el tagamoa,498000.0
Ad id 194303322,apartment,130.0,3,2,5,no,no,cairo,new cairo - el tagamoa,450000.0
Ad id 194270811,apartment,166.0,3,2,2,no,no,cairo,new cairo - el tagamoa,4640000.0
Ad id 194286084,duplex,226.0,3,3,2,,no,cairo,new cairo - el tagamoa,2056200.0
Ad id 193903975,apartment,130.0,2,1,3,yes,yes,alexandria,mandara,400.0
Ad id 194283918,apartment,200.0,3,2,3,,no,cairo,obour city,1500000.0
Ad id 194293465,apartment,145.0,3,2,3,no,no,cairo,new heliopolis,1500000.0
Ad id 194061191,apartment,170.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1530000.0
Ad id 194151544,duplex,120.0,2,1,5,no,no,alexandria,nakheel,320000.0
Ad id 194302939,apartment,210.0,3,2,1,no,no,giza,6th of october,950000.0
Ad id 194195281,apartment,89.0,2,2,3,no,yes,cairo,rehab city,6000.0
Ad id 194254030,apartment,60.0,2,1,6,,no,alexandria,miami,230000.0
Ad id 194248644,duplex,230.0,3,4,ground,yes,yes,giza,sheikh zayed,30000.0
Ad id 194360253,apartment,155.0,3,2,5,no,no,cairo,nasr city,2000000.0
Ad id 194347907,apartment,70.0,2,1,1,no,yes,kafr al-sheikh,baltim,550.0
Ad id 164646058,apartment,150.0,3,2,1,,no,giza,6th of october,688000.0
Ad id 193776048,apartment,320.0,3,2,ground,no,yes,cairo,new cairo - el tagamoa,6500.0
Ad id 194332160,apartment,250.0,4,3,6,no,no,cairo,nasr city,3000000.0
Ad id 194271473,apartment,205.0,3,2,3,,no,giza,sheikh zayed,1500000.0
Ad id 194254617,apartment,225.0,4,3,1,,yes,cairo,new cairo - el tagamoa,7500.0
Ad id 194186227,apartment,420.0,6,3,7,no,no,alexandria,sidi gaber,3000000.0
Ad id 194228325,apartment,140.0,3,2,ground,no,no,cairo,madinaty,1320000.0
Ad id 194172747,apartment,130.0,2,1,3,no,no,alexandria,nakheel,510000.0
Ad id 193670373,apartment,140.0,3,1,2,no,yes,cairo,shubra,4300.0
Ad id 194042425,apartment,200.0,3,2,10,,yes,alexandria,seyouf,4800.0
Ad id 194170873,apartment,120.0,3,1,10+,,no,alexandria,moharam bik,850000.0
Ad id 194252407,apartment,65.0,2,1,1,no,yes,cairo,madinaty,4200.0
Ad id 194358033,apartment,150.0,3,2,2,yes,yes,giza,6th of october,10000.0
Ad id 194366845,apartment,150.0,2,2,1,no,no,giza,sheikh zayed,1750000.0
Ad id 194315205,duplex,245.0,3,3,ground,no,no,cairo,new capital city,3200000.0
Ad id 191863581,apartment,240.0,3,2,5,yes,yes,giza,mohandessin,1000.0
Ad id 194283823,apartment,200.0,4,3,2,no,yes,cairo,madinaty,9000.0
Ad id 193576286,apartment,138.0,3,3,2,,no,giza,hadayek 6th of october,695000.0
Ad id 194129278,apartment,220.0,3,2,2,,yes,cairo,new cairo - el tagamoa,5500.0
Ad id 194370388,apartment,300.0,3,3,1,no,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194165919,apartment,90.0,2,1,2,yes,yes,cairo,rehab city,12000.0
Ad id 191001881,apartment,169.0,3,2,2,no,no,cairo,new cairo - el tagamoa,250000.0
Ad id 192594633,apartment,400.0,10+,4,5,no,yes,cairo,nasr city,40000.0
Ad id 192860240,apartment,90.0,1,1,ground,no,no,cairo,new cairo - el tagamoa,2915000.0
Ad id 194208301,apartment,200.0,3,2,3,no,no,giza,hadayek al-ahram,1320000.0
Ad id 194338109,apartment,230.0,3,3,6,,no,alexandria,saba pasha,4200000.0
Ad id 194267198,apartment,130.0,4,1,3,yes,yes,cairo,maadi,15000.0
Ad id 194366018,apartment,280.0,4,3,1,no,yes,cairo,nasr city,18000.0
Ad id 194286829,apartment,199.0,3,3,2,no,no,cairo,new cairo - el tagamoa,3880000.0
Ad id 194366497,apartment,160.0,3,2,3,no,yes,cairo,heliopolis,5500.0
Ad id 194246695,apartment,100.0,2,1,ground,yes,yes,cairo,sheraton,7000.0
Ad id 194112480,apartment,265.0,4,3,highest,no,yes,alexandria,smoha,14000.0
Ad id 194320015,apartment,115.0,3,3,ground,no,no,cairo,rehab city,3200000.0
Ad id 194266112,apartment,265.0,4,4,1,no,yes,cairo,new cairo - el tagamoa,22000.0
Ad id 193538631,apartment,170.0,3,2,3,no,yes,cairo,new cairo - el tagamoa,6500.0
Ad id 194178387,apartment,290.0,4,3,ground,no,no,cairo,new cairo - el tagamoa,2523000.0
Ad id 194163383,apartment,142.0,2,1,1,yes,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194360275,apartment,170.0,3,2,1,,yes,cairo,new cairo - el tagamoa,10000.0
Ad id 194298616,apartment,173.0,3,2,4,no,no,giza,hadayek al-ahram,1200000.0
Ad id 194287218,apartment,70.0,2,1,ground,yes,yes,cairo,madinaty,12500.0
Ad id 194316936,apartment,90.0,2,1,ground,no,yes,cairo,rehab city,7500.0
Ad id 194293891,apartment,140.0,3,1,6,no,yes,alexandria,sidi beshr,2800.0
Ad id 194287388,apartment,174.0,3,3,1,yes,yes,giza,6th of october,33000.0
Ad id 194257772,apartment,150.0,3,2,4,yes,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 194218258,apartment,84.0,2,1,1,no,yes,cairo,madinaty,4500.0
